Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-12-23 00:00:00-05:00,11.947432728532188,12.030387878417969,11.947432728532188,12.030387878417969,1404000,0.0,0.0
2021-12-27 00:00:00-05:00,11.850652737939793,12.121242807880478,11.850652737939793,12.107417106628418,2470500,0.0,0.0
2021-12-28 00:00:00-05:00,11.793374637029524,11.900030312788655,11.785473832904492,11.805225372314453,1528000,0.0,0.0
2021-12-29 00:00:00-05:00,11.666967592304891,11.85065257919693,11.666967592304891,11.749921798706055,798000,0.0,0.0
2021-12-30 00:00:00-05:00,11.520809755222823,11.595863157239082,11.477356744691821,11.572162628173828,1750000,0.0,0.0
2021-12-31 00:00:00-05:00,11.520809549342266,11.5780873180847,11.510933779688498,11.528709411621094,1247000,0.0,0.0
2022-01-03 00:00:00-05:00,11.653141670110262,11.830900814997523,11.505007950598108,11.548460960388184,1986500,0.0,0.0
2022-01-04 00:00:00-05:00,11.613639810421008,11.613639810421008,11.39637758170148,11.514883995056152,1287000,0.0,0.0
2022-01-05 00:00:00-05:00,11.404277756624818,11.406252722134285,11.22059277897164,11.246268272399902,1127500,0.0,0.0
2022-01-06 00:00:00-05:00,11.194917403586185,11.447730907031112,11.169240965921876,11.347000122070312,1696000,0.0,0.0
2022-01-07 00:00:00-05:00,11.455631253216927,11.48920755232342,11.396377575668332,11.475381851196289,1455000,0.0,0.0
2022-01-10 00:00:00-05:00,11.32132361453431,11.552411552086896,11.297622142712719,11.542535781860352,2455500,0.0,0.0
2022-01-11 00:00:00-05:00,11.362801205799602,11.708445644084568,11.362801205799602,11.651167869567871,1047500,0.0,0.0
2022-01-12 00:00:00-05:00,11.584012988958964,11.584012988958964,11.497108847252614,11.564262390136719,690000,0.0,0.0
2022-01-13 00:00:00-05:00,11.439830576559743,11.453656278813119,11.283796978410686,11.297622680664062,1445500,0.0,0.0
2022-01-14 00:00:00-05:00,11.250219352619496,11.341074360366244,11.250219352619496,11.289721488952637,1167000,0.0,0.0
2022-01-18 00:00:00-05:00,11.465506189602582,11.54648637331811,11.429954924542875,11.53661060333252,3610000,0.0,0.0
2022-01-19 00:00:00-05:00,11.639316356604041,11.751896932357539,11.499083436516168,11.576112747192383,3523000,0.0,0.0
2022-01-20 00:00:00-05:00,11.913856401363264,11.97706001100463,11.708444905480139,11.832877159118652,3325500,0.0,0.0
2022-01-21 00:00:00-05:00,11.734121419768687,11.892129974010414,11.71634578704834,11.71634578704834,3163500,0.0,0.0
2022-01-24 00:00:00-05:00,11.63141593744141,11.63141593744141,11.345025190870302,11.603764533996582,3923000,0.0,0.0
2022-01-25 00:00:00-05:00,11.643266290500229,11.846702820045577,11.439829760954883,11.63536548614502,2522000,0.0,0.0
2022-01-26 00:00:00-05:00,12.069889540716769,12.196296755305498,11.959282992500322,12.060013771057129,3316500,0.0,0.0
2022-01-27 00:00:00-05:00,12.067914865980496,12.202221946089528,12.06593990036202,12.08569049835205,3588500,0.0,0.0
2022-01-28 00:00:00-05:00,11.90793059553573,12.077789884876545,11.85065282447399,12.069890022277832,3951000,0.0,0.0
2022-01-31 00:00:00-05:00,12.02446195159252,12.131118572093026,12.002736387809765,12.067914962768555,2925000,0.0,0.0
2022-02-01 00:00:00-05:00,12.13309309209999,12.245673663563297,12.13309309209999,12.235798835754395,1189500,0.0,0.0
2022-02-02 00:00:00-05:00,12.462936000086165,12.480711632110069,12.360230255491985,12.376030921936035,1139000,0.0,0.0
2022-02-03 00:00:00-05:00,12.154819109961647,12.421459248690418,12.073839868066749,12.166669845581055,3557500,0.0,0.0
2022-02-04 00:00:00-05:00,12.300977163103006,12.460960672080732,12.300977163103006,12.447134971618652,972000,0.0,0.0
2022-02-07 00:00:00-05:00,12.563666997649038,12.60514410096314,12.508364193230236,12.51823902130127,792000,0.0,0.0
2022-02-08 00:00:00-05:00,12.445160368062263,12.447135333642116,12.293076716750843,12.376030921936035,1297000,0.0,0.0
