Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,3.4050873295346222,3.407062530517578,3.371510560983498,3.407062530517578,343500,0.0,0.0
2016-01-05 00:00:00-05:00,3.3794109628644593,3.3794109628644593,3.2688048854941356,3.270780086517334,1244000,0.0,0.0
2016-01-06 00:00:00-05:00,3.1305476632913813,3.1344978302104836,3.083144953908169,3.108821392059326,372500,0.0,0.0
2016-01-07 00:00:00-05:00,3.122647005881721,3.183875415479609,3.122647005881721,3.156224012374878,358000,0.0,0.0
2016-01-08 00:00:00-05:00,3.18585056980812,3.215477173607104,3.162149098407879,3.1700496673583984,120500,0.0,0.0
2016-01-11 00:00:00-05:00,3.173999784858414,3.173999784858414,3.1463483825889442,3.1641242504119873,239500,0.0,0.0
2016-01-12 00:00:00-05:00,3.106845943980847,3.106845943980847,3.02981687110001,3.059443473815918,322000,0.0,0.0
2016-01-13 00:00:00-05:00,3.217452087783463,3.217452087783463,3.136472846632536,3.1542487144470215,173000,0.0,0.0
2016-01-14 00:00:00-05:00,3.116721680112194,3.1344977841640116,3.087095075477156,3.1325225830078125,105000,0.0,0.0
2016-01-15 00:00:00-05:00,3.0752445193022577,3.0851200540020822,3.0436427140822913,3.0673439502716064,254500,0.0,0.0
2016-01-19 00:00:00-05:00,3.3774361104911295,3.399162145217942,3.3300334034073895,3.361635208129883,3433500,0.0,0.0
2016-01-20 00:00:00-05:00,3.1443730778707666,3.156223812996367,3.083144672140674,3.1226468086242676,651000,0.0,0.0
2016-01-21 00:00:00-05:00,3.138447719430703,3.179925057039564,3.1127712835514707,3.1720244884490967,801500,0.0,0.0
2016-01-22 00:00:00-05:00,3.3636101260870377,3.3655853271484375,3.3102822873936817,3.3655853271484375,823500,0.0,0.0
2016-01-25 00:00:00-05:00,3.339909020651428,3.339909020651428,3.258929541201974,3.2747304439544678,435500,0.0,0.0
2016-01-26 00:00:00-05:00,3.3359589593992025,3.3655855647034754,3.3280583900472656,3.355710029602051,397000,0.0,0.0
2016-01-27 00:00:00-05:00,3.260904552303959,3.3063320567757457,3.2530039836624742,3.270780086517334,475500,0.0,0.0
2016-01-28 00:00:00-05:00,3.2885560453434435,3.2885560453434435,3.237203407277064,3.2530040740966797,290500,0.0,0.0
2016-01-29 00:00:00-05:00,3.4268137986439,3.4722413048428002,3.387311660288563,3.470266103744507,719500,0.0,0.0
2016-02-01 00:00:00-05:00,3.5058181298085556,3.5176688656797546,3.4781667267108523,3.5156936645507812,606000,0.0,0.0
2016-02-02 00:00:00-05:00,3.523594201875919,3.7132045613992273,3.509768265000287,3.6183993816375732,1320500,0.0,0.0
2016-02-03 00:00:00-05:00,3.505818126119552,3.5235942299076455,3.4445897166016533,3.486067056655884,776000,0.0,0.0
2016-02-04 00:00:00-05:00,3.555195670052067,3.5986482096476395,3.547295336735406,3.5769219398498535,738500,0.0,0.0
2016-02-05 00:00:00-05:00,3.584822742810923,3.584822742810923,3.5255692972597443,3.5275444984436035,270500,0.0,0.0
2016-02-08 00:00:00-05:00,3.6401255967235535,3.6401255967235535,3.5216189472343578,3.572971820831299,639000,0.0,0.0
2016-02-09 00:00:00-05:00,3.367560628872476,3.3971872329711914,3.357685094172904,3.3971872329711914,360500,0.0,0.0
2016-02-10 00:00:00-05:00,3.3616351509567797,3.3616351509567797,3.3063321113586426,3.3063321113586426,1269000,0.0,0.0
2016-02-11 00:00:00-05:00,3.270780229437632,3.2846059308502245,3.2273276886390296,3.2786805629730225,785000,0.0,0.0
2016-02-12 00:00:00-05:00,3.1838752889655773,3.2569544315338135,3.1720245535622658,3.2569544315338135,533500,0.0,0.0
2016-02-16 00:00:00-05:00,3.4228636236131535,3.4366893249137913,3.397187186654074,3.411012887954712,209000,0.0,0.0
2016-02-17 00:00:00-05:00,3.4169383061555774,3.4327392087826603,3.411012938239006,3.426813840866089,309500,0.0,0.0
2016-02-18 00:00:00-05:00,3.565071437326312,3.6262998486100226,3.5255692972597443,3.5275444984436035,262000,0.0,0.0
2016-02-19 00:00:00-05:00,3.5097681999026853,3.5097681999026853,3.4663158953244957,3.4939675331115723,913000,0.0,0.0
2016-02-22 00:00:00-05:00,3.5749465604348383,3.6322247982025146,3.5749465604348383,3.6322247982025146,1531500,0.0,0.0
2016-02-23 00:00:00-05:00,3.6065485895721325,3.6065485895721325,3.55519571599626,3.563096284866333,444000,0.0,0.0
2016-02-24 00:00:00-05:00,3.525569063778966,3.557170867919922,3.4761913919657923,3.557170867919922,237000,0.0,0.0
2016-02-25 00:00:00-05:00,3.5611211775622102,3.5650713443756104,3.521619038525566,3.5650713443756104,312500,0.0,0.0
2016-02-26 00:00:00-05:00,3.3083069780893246,3.3181825121705852,3.2352280729782557,3.2944812774658203,778500,0.0,0.0
2016-02-29 00:00:00-05:00,3.3339835334776864,3.456440348842446,3.3339835334776864,3.4347140789031982,82000,0.0,0.0
