Data;� vista R$;� vista US$;;;;;;;
05/05/2020;348,74;62,31;;;;;;;
06/05/2020;350,05;61,40;;;;;;;
07/05/2020;352,85;60,23;;;;;;;
08/05/2020;353,94;61,58;;;;;;;
11/05/2020;361,18;61,90;;;;;;;
12/05/2020;357,12;60,92;;;;;;;
13/05/2020;359,57;60,79;;;;;;;
14/05/2020;362,14;62,04;;;;;;;
15/05/2020;361,74;62,03;;;;;;;
18/05/2020;359,54;62,92;;;;;;;
19/05/2020;360,40;62,85;;;;;;;
20/05/2020;361,29;63,64;;;;;;;
21/05/2020;356,21;63,91;;;;;;;
22/05/2020;356,51;63,89;;;;;;;
25/05/2020;354,22;64,95;;;;;;;
26/05/2020;354,65;66,41;;;;;;;
27/05/2020;352,15;66,54;;;;;;;
28/05/2020;345,85;64,49;;;;;;;
29/05/2020;344,85;64,58;;;;;;;
01/06/2020;346,18;64,36;;;;;;;
02/06/2020;342,76;65,66;;;;;;;
03/06/2020;336,74;66,44;;;;;;;
04/06/2020;335,04;65,49;;;;;;;
05/06/2020;336,96;67,83;;;;;;;
08/06/2020;335,04;68,78;;;;;;;
09/06/2020;333,35;68,35;;;;;;;
10/06/2020;333,74;67,88;;;;;;;
12/06/2020;331,52;65,53;;;;;;;
15/06/2020;337,13;65,46;;;;;;;
16/06/2020;336,15;64,34;;;;;;;
17/06/2020;339,02;64,39;;;;;;;
18/06/2020;340,35;63,19;;;;;;;
19/06/2020;338,19;63,75;;;;;;;
22/06/2020;337,13;64,00;;;;;;;
23/06/2020;335,85;65,28;;;;;;;
24/06/2020;339,44;63,85;;;;;;;
25/06/2020;338,74;63,63;;;;;;;
26/06/2020;343,60;62,84;;;;;;;
29/06/2020;348,94;64,19;;;;;;;
30/06/2020;352,57;64,81;;;;;;;
01/07/2020;347,97;65,52;;;;;;;
02/07/2020;347,77;64,98;;;;;;;
03/07/2020;345,49;65,00;;;;;;;
06/07/2020;342,58;64,13;;;;;;;
07/07/2020;347,35;64,56;;;;;;;
08/07/2020;348,85;65,27;;;;;;;
09/07/2020;348,18;65,25;;;;;;;
10/07/2020;347,12;65,25;;;;;;;
13/07/2020;348,48;64,87;;;;;;;
14/07/2020;350,76;65,67;;;;;;;
15/07/2020;348,10;64,68;;;;;;;
16/07/2020;349,26;65,59;;;;;;;
17/07/2020;356,84;66,25;;;;;;;
20/07/2020;354,75;66,51;;;;;;;
21/07/2020;356,51;68,60;;;;;;;
22/07/2020;357,62;69,88;;;;;;;
23/07/2020;361,51;69,44;;;;;;;
24/07/2020;360,34;69,18;;;;;;;
27/07/2020;361,21;69,88;;;;;;;
28/07/2020;361,76;70,20;;;;;;;
29/07/2020;362,30;70,08;;;;;;;
30/07/2020;365,34;70,86;;;;;;;
31/07/2020;364,04;69,83;;;;;;;
03/08/2020;366,26;68,70;;;;;;;
04/08/2020;379,83;71,69;;;;;;;
05/08/2020;372,62;70,33;;;;;;;
06/08/2020;373,04;69,67;;;;;;;
07/08/2020;377,56;69,66;;;;;;;
10/08/2020;379,67;69,56;;;;;;;
11/08/2020;376,84;69,72;;;;;;;
12/08/2020;376,98;69,11;;;;;;;
13/08/2020;381,08;70,97;;;;;;;
14/08/2020;386,33;71,15;;;;;;;
17/08/2020;384,05;69,79;;;;;;;
18/08/2020;392,33;71,75;;;;;;;
19/08/2020;394,16;71,37;;;;;;;
20/08/2020;398,74;71,76;;;;;;;
21/08/2020;403,62;71,97;;;;;;;
24/08/2020;406,19;72,55;;;;;;;
25/08/2020;406,32;73,56;;;;;;;
26/08/2020;411,18;73,41;;;;;;;
27/08/2020;410,24;73,66;;;;;;;
28/08/2020;409,49;75,72;;;;;;;
31/08/2020;407,32;74,38;;;;;;;
01/09/2020;411,71;76,41;;;;;;;
02/09/2020;404,32;75,49;;;;;;;
03/09/2020;401,08;75,82;;;;;;;
04/09/2020;400,83;75,54;;;;;;;
08/09/2020;399,41;74,53;;;;;;;
09/09/2020;397,83;75,22;;;;;;;
10/09/2020;399,98;75,24;;;;;;;
11/09/2020;398,92;74,79;;;;;;;
14/09/2020;388,72;73,66;;;;;;;
15/09/2020;385,33;72,90;;;;;;;
16/09/2020;384,63;73,40;;;;;;;
17/09/2020;385,22;73,54;;;;;;;
18/09/2020;385,53;71,83;;;;;;;
21/09/2020;384,53;71,17;;;;;;;
22/09/2020;388,90;71,16;;;;;;;
23/09/2020;393,58;70,57;;;;;;;
24/09/2020;396,55;71,89;;;;;;;
25/09/2020;401,91;72,49;;;;;;;
28/09/2020;399,44;70,89;;;;;;;
29/09/2020;398,29;70,67;;;;;;;
30/09/2020;396,33;70,55;;;;;;;
01/10/2020;392,33;69,41;;;;;;;
02/10/2020;395,28;69,87;;;;;;;
05/10/2020;392,28;70,54;;;;;;;
06/10/2020;393,06;70,19;;;;;;;
07/10/2020;391,14;69,63;;;;;;;
08/10/2020;393,16;70,36;;;;;;;
09/10/2020;393,92;71,21;;;;;;;
13/10/2020;391,70;70,27;;;;;;;
14/10/2020;397,28;70,91;;;;;;;
15/10/2020;398,92;71,08;;;;;;;
16/10/2020;402,02;71,22;;;;;;;
19/10/2020;402,37;71,80;;;;;;;
20/10/2020;397,33;70,98;;;;;;;
21/10/2020;399,41;71,23;;;;;;;
22/10/2020;401,98;71,81;;;;;;;
23/10/2020;402,55;71,53;;;;;;;
26/10/2020;403,90;71,80;;;;;;;
27/10/2020;407,10;71,75;;;;;;;
28/10/2020;412,09;71,76;;;;;;;
29/10/2020;412,13;71,66;;;;;;;
30/10/2020;413,82;71,99;;;;;;;
03/11/2020;410,36;71,35;;;;;;;
04/11/2020;405,62;71,64;;;;;;;
05/11/2020;409,12;73,76;;;;;;;
06/11/2020;407,90;75,71;;;;;;;
09/11/2020;397,55;73,43;;;;;;;
10/11/2020;399,19;74,21;;;;;;;
11/11/2020;407,51;75,27;;;;;;;
12/11/2020;410,65;75,13;;;;;;;
13/11/2020;416,36;76,02;;;;;;;
16/11/2020;421,48;77,59;;;;;;;
17/11/2020;415,24;77,79;;;;;;;
18/11/2020;417,32;78,08;;;;;;;
19/11/2020;412,32;77,62;;;;;;;
20/11/2020;408,82;76,10;;;;;;;
23/11/2020;409,82;75,38;;;;;;;
24/11/2020;407,13;75,60;;;;;;;
25/11/2020;406,75;76,48;;;;;;;
26/11/2020;409,57;76,84;;;;;;;
27/11/2020;414,15;77,72;;;;;;;
30/11/2020;412,90;77,13;;;;;;;
01/12/2020;408,90;78,12;;;;;;;
02/12/2020;406,12;77,43;;;;;;;
03/12/2020;401,82;78,22;;;;;;;
04/12/2020;398,01;77,61;;;;;;;
07/12/2020;393,01;77,33;;;;;;;
08/12/2020;395,28;77,07;;;;;;;
09/12/2020;395,20;76,25;;;;;;;
10/12/2020;393,92;78,21;;;;;;;
11/12/2020;393,92;77,96;;;;;;;
14/12/2020;398,68;78,02;;;;;;;
15/12/2020;398,46;78,30;;;;;;;
16/12/2020;404,64;78,94;;;;;;;
17/12/2020;403,01;79,41;;;;;;;
18/12/2020;404,42;79,50;;;;;;;
21/12/2020;404,82;79,01;;;;;;;
22/12/2020;404,82;78,38;;;;;;;
23/12/2020;404,75;77,85;;;;;;;
28/12/2020;407,10;77,70;;;;;;;
29/12/2020;410,82;79,25;;;;;;;
30/12/2020;410,32;79,12;;;;;;;
04/01/2021;407,55;77,47;;;;;;;
05/01/2021;417,32;79,29;;;;;;;
06/01/2021;415,52;78,65;;;;;;;
07/01/2021;413,38;76,74;;;;;;;
08/01/2021;414,82;76,59;;;;;;;
11/01/2021;419,36;76,37;;;;;;;
12/01/2021;416,49;78,10;;;;;;;
13/01/2021;417,07;78,69;;;;;;;
14/01/2021;412,82;79,34;;;;;;;
15/01/2021;416,32;78,76;;;;;;;
18/01/2021;416,82;78,76;;;;;;;
19/01/2021;415,60;77,68;;;;;;;
20/01/2021;415,97;78,21;;;;;;;
21/01/2021;416,18;77,70;;;;;;;
22/01/2021;418,98;76,57;;;;;;;
25/01/2021;420,73;76,38;;;;;;;
26/01/2021;416,52;78,18;;;;;;;
27/01/2021;418,00;77,45;;;;;;;
28/01/2021;422,48;77,72;;;;;;;
29/01/2021;422,35;77,03;;;;;;;
01/02/2021;422,91;77,58;;;;;;;
02/02/2021;422,09;78,78;;;;;;;
03/02/2021;425,40;79,34;;;;;;;
04/02/2021;425,91;78,09;;;;;;;
05/02/2021;424,72;78,86;;;;;;;
08/02/2021;422,57;78,66;;;;;;;
09/02/2021;423,48;78,68;;;;;;;
10/02/2021;420,96;78,26;;;;;;;
11/02/2021;422,18;78,30;;;;;;;
12/02/2021;424,28;78,89;;;;;;;
17/02/2021;425,09;78,43;;;;;;;
18/02/2021;429,54;78,96;;;;;;;
19/02/2021;428,51;79,25;;;;;;;
22/02/2021;436,17;80,15;;;;;;;
23/02/2021;444,17;81,47;;;;;;;
24/02/2021;447,31;82,33;;;;;;;
25/02/2021;452,08;82,11;;;;;;;
26/02/2021;455,22;81,57;;;;;;;
01/03/2021;458,31;81,86;;;;;;;
02/03/2021;460,16;81,23;;;;;;;
03/03/2021;465,61;80,95;;;;;;;
04/03/2021;447,89;79,09;;;;;;;
05/03/2021;450,44;79,11;;;;;;;
08/03/2021;451,22;78,22;;;;;;;
09/03/2021;454,97;78,59;;;;;;;
10/03/2021;462,47;81,77;;;;;;;
11/03/2021;450,36;81,35;;;;;;;
12/03/2021;449,42;80,77;;;;;;;
15/03/2021;449,34;79,60;;;;;;;
16/03/2021;450,43;80,28;;;;;;;
17/03/2021;453,47;81,22;;;;;;;
18/03/2021;447,47;80,50;;;;;;;
19/03/2021;443,59;80,83;;;;;;;
22/03/2021;442,66;80,29;;;;;;;
23/03/2021;439,24;79,66;;;;;;;
24/03/2021;439,38;78,28;;;;;;;
25/03/2021;444,96;78,52;;;;;;;
26/03/2021;456,46;79,44;;;;;;;
29/03/2021;456,16;79,10;;;;;;;
30/03/2021;446,46;77,69;;;;;;;
31/03/2021;448,15;79,68;;;;;;;
01/04/2021;439,06;76,95;;;;;;;
05/04/2021;437,69;77,17;;;;;;;
06/04/2021;441,50;78,87;;;;;;;
07/04/2021;444,51;78,69;;;;;;;
08/04/2021;444,51;79,76;;;;;;;
09/04/2021;454,08;79,97;;;;;;;
12/04/2021;454,19;79,33;;;;;;;
13/04/2021;455,69;79,93;;;;;;;
14/04/2021;456,63;80,48;;;;;;;
15/04/2021;452,88;80,53;;;;;;;
16/04/2021;449,06;80,39;;;;;;;
19/04/2021;445,97;80,18;;;;;;;
20/04/2021;449,51;80,89;;;;;;;
22/04/2021;448,72;82,15;;;;;;;
23/04/2021;452,74;82,39;;;;;;;
26/04/2021;452,24;82,86;;;;;;;
27/04/2021;455,60;83,37;;;;;;;
28/04/2021;459,41;85,65;;;;;;;
29/04/2021;454,51;84,89;;;;;;;
30/04/2021;455,97;83,91;;;;;;;
03/05/2021;455,97;84,10;;;;;;;
04/05/2021;459,69;84,61;;;;;;;
05/05/2021;467,47;87,12;;;;;;;
06/05/2021;465,47;88,14;;;;;;;
07/05/2021;460,46;88,18;;;;;;;
10/05/2021;458,96;87,74;;;;;;;
11/05/2021;461,62;88,37;;;;;;;
12/05/2021;459,50;86,76;;;;;;;
13/05/2021;459,54;86,72;;;;;;;
14/05/2021;457,74;86,86;;;;;;;
17/05/2021;455,41;86,48;;;;;;;
18/05/2021;462,21;88,11;;;;;;;
19/05/2021;462,87;87,09;;;;;;;
20/05/2021;463,59;87,92;;;;;;;
21/05/2021;465,46;87,03;;;;;;;
24/05/2021;460,46;86,52;;;;;;;
25/05/2021;463,14;86,78;;;;;;;
26/05/2021;467,18;88,00;;;;;;;
27/05/2021;468,14;89,12;;;;;;;
28/05/2021;476,77;91,37;;;;;;;
31/05/2021;476,32;91,16;;;;;;;
01/06/2021;483,45;93,77;;;;;;;
02/06/2021;484,40;95,13;;;;;;;
04/06/2021;478,59;95,05;;;;;;;
07/06/2021;480,51;95,40;;;;;;;
08/06/2021;479,95;95,27;;;;;;;
09/06/2021;481,95;95,06;;;;;;;
10/06/2021;483,45;95,47;;;;;;;
11/06/2021;483,45;94,42;;;;;;;
14/06/2021;479,95;94,63;;;;;;;
15/06/2021;480,79;95,34;;;;;;;
16/06/2021;482,68;95,67;;;;;;;
17/06/2021;479,95;95,53;;;;;;;
18/06/2021;484,94;95,65;;;;;;;
21/06/2021;484,49;96,47;;;;;;;
22/06/2021;483,58;97,42;;;;;;;
23/06/2021;484,94;97,67;;;;;;;
24/06/2021;486,61;99,21;;;;;;;
25/06/2021;492,72;99,50;;;;;;;
28/06/2021;497,16;100,93;;;;;;;
29/06/2021;493,12;99,86;;;;;;;
30/06/2021;500,44;100,63;;;;;;;
01/07/2021;501,44;99,33;;;;;;;
02/07/2021;506,44;100,32;;;;;;;
05/07/2021;502,72;98,90;;;;;;;
06/07/2021;513,27;98,71;;;;;;;
07/07/2021;521,64;99,66;;;;;;;
08/07/2021;524,03;99,74;;;;;;;
09/07/2021;526,60;100,52;;;;;;;
12/07/2021;527,94;102,12;;;;;;;
13/07/2021;520,85;100,72;;;;;;;
14/07/2021;531,30;104,75;;;;;;;
15/07/2021;530,57;103,53;;;;;;;
16/07/2021;533,69;104,24;;;;;;;
19/07/2021;537,79;102,32;;;;;;;
20/07/2021;549,48;105,28;;;;;;;
21/07/2021;553,43;106,78;;;;;;;
22/07/2021;565,84;108,63;;;;;;;
23/07/2021;566,81;108,65;;;;;;;
26/07/2021;583,57;112,77;;;;;;;
27/07/2021;598,57;115,60;;;;;;;
28/07/2021;602,43;117,80;;;;;;;
29/07/2021;599,93;118,17;;;;;;;
30/07/2021;580,56;111,71;;;;;;;
02/08/2021;577,71;111,89;;;;;;;
03/08/2021;594,93;114,78;;;;;;;
04/08/2021;601,82;115,98;;;;;;;
05/08/2021;603,11;115,92;;;;;;;
06/08/2021;601,73;114,81;;;;;;;
09/08/2021;612,91;117,01;;;;;;;
10/08/2021;622,91;119,84;;;;;;;
11/08/2021;622,41;119,05;;;;;;;
12/08/2021;626,02;119,15;;;;;;;
13/08/2021;631,18;120,39;;;;;;;
16/08/2021;632,91;119,73;;;;;;;
17/08/2021;637,18;120,95;;;;;;;
18/08/2021;646,78;120,67;;;;;;;
19/08/2021;649,35;119,89;;;;;;;
20/08/2021;652,13;121,26;;;;;;;
23/08/2021;652,68;121,50;;;;;;;
24/08/2021;667,68;126,96;;;;;;;
25/08/2021;666,90;128,00;;;;;;;
26/08/2021;674,35;128,45;;;;;;;
27/08/2021;683,65;131,57;;;;;;;
30/08/2021;683,79;131,83;;;;;;;
31/08/2021;691,01;133,53;;;;;;;
01/09/2021;708,90;137,01;;;;;;;
02/09/2021;721,71;139,19;;;;;;;
03/09/2021;724,34;139,73;;;;;;;
06/09/2021;733,23;141,69;;;;;;;
08/09/2021;734,09;138,17;;;;;;;
09/09/2021;735,73;138,63;;;;;;;
10/09/2021;735,73;139,71;;;;;;;
13/09/2021;737,67;141,02;;;;;;;
14/09/2021;745,89;141,78;;;;;;;
15/09/2021;758,64;144,72;;;;;;;
16/09/2021;757,89;143,68;;;;;;;
17/09/2021;762,89;144,40;;;;;;;
20/09/2021;771,55;144,19;;;;;;;
21/09/2021;782,11;148,07;;;;;;;
22/09/2021;786,88;148,44;;;;;;;
23/09/2021;794,00;149,58;;;;;;;
24/09/2021;811,86;151,86;;;;;;;
27/09/2021;812,64;151,05;;;;;;;
28/09/2021;822,58;151,49;;;;;;;
29/09/2021;818,49;150,85;;;;;;;
30/09/2021;825,86;151,90;;;;;;;
01/10/2021;830,32;154,82;;;;;;;
04/10/2021;833,75;152,93;;;;;;;
05/10/2021;827,36;151,28;;;;;;;
06/10/2021;833,36;151,85;;;;;;;
07/10/2021;836,06;151,93;;;;;;;
08/10/2021;834,41;151,44;;;;;;;
11/10/2021;831,06;150,23;;;;;;;
13/10/2021;833,86;151,31;;;;;;;
14/10/2021;828,86;150,16;;;;;;;
15/10/2021;811,68;148,66;;;;;;;
18/10/2021;799,31;144,96;;;;;;;
19/10/2021;774,87;138,69;;;;;;;
20/10/2021;752,65;135,69;;;;;;;
21/10/2021;753,38;133,25;;;;;;;
22/10/2021;755,43;133,94;;;;;;;
25/10/2021;759,87;137,01;;;;;;;
26/10/2021;772,37;138,74;;;;;;;
27/10/2021;767,65;137,82;;;;;;;
28/10/2021;765,71;136,05;;;;;;;
29/10/2021;771,04;136,52;;;;;;;
01/11/2021;776,53;136,93;;;;;;;
03/11/2021;778,33;139,11;;;;;;;
04/11/2021;782,13;139,29;;;;;;;
05/11/2021;781,28;141,79;;;;;;;
08/11/2021;784,46;141,37;;;;;;;
09/11/2021;791,46;144,35;;;;;;;
10/11/2021;794,83;144,65;;;;;;;
11/11/2021;801,19;148,42;;;;;;;
12/11/2021;802,10;147,04;;;;;;;
16/11/2021;804,27;146,44;;;;;;;
17/11/2021;815,08;147,50;;;;;;;
18/11/2021;809,10;145,29;;;;;;;
19/11/2021;812,60;145,00;;;;;;;
22/11/2021;808,83;144,69;;;;;;;
23/11/2021;819,82;146,19;;;;;;;
24/11/2021;822,32;147,03;;;;;;;
25/11/2021;818,64;147,16;;;;;;;
26/11/2021;820,82;146,58;;;;;;;
29/11/2021;812,83;144,76;;;;;;;
30/11/2021;815,82;144,47;;;;;;;
01/12/2021;825,93;145,79;;;;;;;
02/12/2021;830,81;146,99;;;;;;;
03/12/2021;834,51;147,00;;;;;;;
06/12/2021;836,69;147,15;;;;;;;
07/12/2021;838,70;149,29;;;;;;;
08/12/2021;834,36;150,66;;;;;;;
09/12/2021;839,81;150,50;;;;;;;
10/12/2021;830,89;148,03;;;;;;;
13/12/2021;828,67;146,07;;;;;;;
14/12/2021;829,22;145,71;;;;;;;
15/12/2021;831,28;145,25;;;;;;;
16/12/2021;829,78;146,22;;;;;;;
17/12/2021;830,78;146,21;;;;;;;
20/12/2021;825,41;143,85;;;;;;;
21/12/2021;826,28;144,03;;;;;;;
22/12/2021;828,11;146,05;;;;;;;
23/12/2021;829,78;146,53;;;;;;;
27/12/2021;831,21;147,48;;;;;;;
28/12/2021;827,64;146,82;;;;;;;
29/12/2021;827,92;145,40;;;;;;;
30/12/2021;828,35;148,58;;;;;;;
03/01/2022;829,17;146,47;;;;;;;
04/01/2022;826,80;145,38;;;;;;;
05/01/2022;826,30;145,91;;;;;;;
06/01/2022;826,47;145,35;;;;;;;
07/01/2022;828,00;146,99;;;;;;;
10/01/2022;826,94;145,79;;;;;;;
11/01/2022;832,02;149,13;;;;;;;
12/01/2022;836,67;151,16;;;;;;;
13/01/2022;827,58;149,95;;;;;;;
14/01/2022;827,92;149,93;;;;;;;
17/01/2022;829,58;150,18;;;;;;;
18/01/2022;825,30;148,54;;;;;;;
19/01/2022;827,20;151,39;;;;;;;
20/01/2022;824,80;152,43;;;;;;;
21/01/2022;827,58;151,65;;;;;;;
24/01/2022;825,80;150,06;;;;;;;
25/01/2022;830,50;152,67;;;;;;;
26/01/2022;835,35;154,49;;;;;;;
27/01/2022;829,24;152,80;;;;;;;
28/01/2022;828,35;153,60;;;;;;;
31/01/2022;819,80;154,59;;;;;;;
01/02/2022;817,08;155,04;;;;;;;
02/02/2022;817,73;154,73;;;;;;;
03/02/2022;822,73;155,44;;;;;;;
04/02/2022;822,28;154,39;;;;;;;
07/02/2022;823,48;156,56;;;;;;;
08/02/2022;828,53;157,66;;;;;;;
09/02/2022;830,41;159,08;;;;;;;
10/02/2022;827,28;158,30;;;;;;;
11/02/2022;822,96;157,47;;;;;;;
14/02/2022;823,42;157,83;;;;;;;
15/02/2022;823,87;159,02;;;;;;;
16/02/2022;824,96;160,87;;;;;;;
17/02/2022;821,60;158,95;;;;;;;
18/02/2022;819,78;159,55;;;;;;;
21/02/2022;819,23;160,44;;;;;;;
22/02/2022;817,05;161,31;;;;;;;
23/02/2022;812,06;162,31;;;;;;;
24/02/2022;802,01;156,73;;;;;;;
25/02/2022;804,78;156,42;;;;;;;
02/03/2022;782,26;153,08;;;;;;;
03/03/2022;773,10;153,88;;;;;;;
04/03/2022;767,95;151,20;;;;;;;
07/03/2022;750,68;147,80;;;;;;;
08/03/2022;749,77;148,29;;;;;;;
09/03/2022;751,44;149,96;;;;;;;
10/03/2022;746,44;148,75;;;;;;;
11/03/2022;758,52;150,14;;;;;;;
14/03/2022;755,32;147,27;;;;;;;
15/03/2022;758,40;147,15;;;;;;;
16/03/2022;766,13;150,07;;;;;;;
17/03/2022;766,13;152,07;;;;;;;
18/03/2022;769,74;153,52;;;;;;;
21/03/2022;768,63;155,22;;;;;;;
22/03/2022;773,49;157,25;;;;;;;
23/03/2022;769,24;159,00;;;;;;;
24/03/2022;764,74;158,43;;;;;;;
25/03/2022;767,02;161,44;;;;;;;
28/03/2022;766,41;160,67;;;;;;;
29/03/2022;769,74;161,68;;;;;;;
30/03/2022;784,28;164,01;;;;;;;
31/03/2022;805,29;169,14;;;;;;;
01/04/2022;807,75;173,00;;;;;;;
04/04/2022;813,50;176,39;;;;;;;
05/04/2022;811,97;174,36;;;;;;;
06/04/2022;806,12;170,79;;;;;;;
07/04/2022;809,75;170,65;;;;;;;
08/04/2022;817,25;173,70;;;;;;;
11/04/2022;826,25;176,44;;;;;;;
12/04/2022;822,25;175,77;;;;;;;
13/04/2022;820,75;175,15;;;;;;;
14/04/2022;822,53;175,30;;;;;;;
18/04/2022;809,20;173,72;;;;;;;
19/04/2022;819,25;175,32;;;;;;;
20/04/2022;821,75;177,68;;;;;;;
22/04/2022;821,97;171,35;;;;;;;
25/04/2022;820,37;168,35;;;;;;;
26/04/2022;809,75;162,27;;;;;;;
27/04/2022;806,57;162,48;;;;;;;
28/04/2022;799,76;161,96;;;;;;;
29/04/2022;791,98;160,06;;;;;;;
02/05/2022;790,30;155,97;;;;;;;
03/05/2022;789,75;159,06;;;;;;;
04/05/2022;789,19;160,70;;;;;;;
05/05/2022;783,75;155,85;;;;;;;
06/05/2022;770,84;151,95;;;;;;;
09/05/2022;763,14;148,01;;;;;;;
10/05/2022;755,47;147,41;;;;;;;
11/05/2022;756,52;147,24;;;;;;;
12/05/2022;755,11;146,74;;;;;;;
13/05/2022;752,61;148,91;;;;;;;
16/05/2022;758,44;150,33;;;;;;;
17/05/2022;756,07;152,99;;;;;;;
18/05/2022;751,56;150,70;;;;;;;
19/05/2022;747,47;152,11;;;;;;;
20/05/2022;747,74;153,57;;;;;;;
23/05/2022;732,75;152,24;;;;;;;
24/05/2022;733,25;152,09;;;;;;;
25/05/2022;727,75;151,27;;;;;;;
26/05/2022;726,41;152,58;;;;;;;
27/05/2022;723,84;152,77;;;;;;;
30/05/2022;717,25;150,97;;;;;;;
31/05/2022;708,25;149,07;;;;;;;
01/06/2022;707,75;147,48;;;;;;;
02/06/2022;695,76;145,13;;;;;;;
03/06/2022;693,76;145,02;;;;;;;
06/06/2022;691,58;144,05;;;;;;;
07/06/2022;692,26;142,12;;;;;;;
08/06/2022;693,40;142,06;;;;;;;
09/06/2022;690,32;140,57;;;;;;;
10/06/2022;693,51;139,23;;;;;;;
13/06/2022;689,76;134,64;;;;;;;
14/06/2022;691,98;134,63;;;;;;;
15/06/2022;692,26;137,76;;;;;;;
17/06/2022;691,43;134,52;;;;;;;
20/06/2022;696,57;134,34;;;;;;;
21/06/2022;699,29;135,76;;;;;;;
22/06/2022;706,41;136,64;;;;;;;
23/06/2022;698,25;133,53;;;;;;;
24/06/2022;698,25;132,80;;;;;;;
27/06/2022;698,08;133,53;;;;;;;
28/06/2022;699,25;132,79;;;;;;;
29/06/2022;706,75;136,02;;;;;;;
30/06/2022;709,24;135,61;;;;;;;
01/07/2022;703,65;132,21;;;;;;;
04/07/2022;709,30;133,18;;;;;;;
05/07/2022;705,31;130,81;;;;;;;
06/07/2022;707,26;130,61;;;;;;;
07/07/2022;708,26;132,53;;;;;;;
08/07/2022;706,76;134,24;;;;;;;
11/07/2022;706,76;131,66;;;;;;;
12/07/2022;710,76;130,70;;;;;;;
13/07/2022;713,26;131,94;;;;;;;
14/07/2022;711,98;131,02;;;;;;;
15/07/2022;711,76;131,64;;;;;;;
18/07/2022;718,64;132,52;;;;;;;
19/07/2022;719,25;132,70;;;;;;;
20/07/2022;717,75;131,43;;;;;;;
21/07/2022;721,39;131,38;;;;;;;
22/07/2022;718,63;130,64;;;;;;;
25/07/2022;722,31;134,41;;;;;;;
26/07/2022;718,66;134,23;;;;;;;
27/07/2022;720,25;137,22;;;;;;;
28/07/2022;716,42;138,81;;;;;;;
29/07/2022;715,38;138,16;;;;;;;
01/08/2022;715,73;138,04;;;;;;;
02/08/2022;715,93;135,59;;;;;;;
03/08/2022;721,40;136,76;;;;;;;
04/08/2022;723,06;138,60;;;;;;;
05/08/2022;719,22;139,17;;;;;;;
08/08/2022;719,72;140,74;;;;;;;
09/08/2022;719,72;140,11;;;;;;;
10/08/2022;724,09;142,17;;;;;;;
11/08/2022;728,47;141,12;;;;;;;
12/08/2022;731,38;144,34;;;;;;;
15/08/2022;729,22;143,18;;;;;;;
16/08/2022;732,44;142,30;;;;;;;
17/08/2022;736,21;142,35;;;;;;;
18/08/2022;737,71;142,58;;;;;;;
19/08/2022;737,44;142,50;;;;;;;
22/08/2022;743,04;143,94;;;;;;;
23/08/2022;741,71;145,43;;;;;;;
24/08/2022;748,21;146,45;;;;;;;
25/08/2022;751,37;146,58;;;;;;;
26/08/2022;747,21;147,26;;;;;;;
29/08/2022;744,71;148,17;;;;;;;
30/08/2022;744,21;145,64;;;;;;;
31/08/2022;749,71;144,12;;;;;;;
01/09/2022;745,35;142,38;;;;;;;
02/09/2022;749,72;144,82;;;;;;;
05/09/2022;753,05;146,14;;;;;;;
06/09/2022;755,13;144,05;;;;;;;
08/09/2022;750,35;144,05;;;;;;;
09/09/2022;750,22;145,67;;;;;;;
12/09/2022;750,28;147,37;;;;;;;
13/09/2022;749,22;144,39;;;;;;;
14/09/2022;744,72;143,77;;;;;;;
15/09/2022;745,22;142,14;;;;;;;
16/09/2022;746,72;142,04;;;;;;;
19/09/2022;745,28;144,35;;;;;;;
20/09/2022;747,22;144,78;;;;;;;
21/09/2022;746,09;144,39;;;;;;;
22/09/2022;747,72;146,24;;;;;;;
23/09/2022;741,72;141,25;;;;;;;
26/09/2022;745,83;138,40;;;;;;;
27/09/2022;746,09;138,68;;;;;;;
28/09/2022;744,22;139,19;;;;;;;
29/09/2022;741,09;137,29;;;;;;;
30/09/2022;737,73;137,15;;;;;;;
03/10/2022;722,66;139,59;;;;;;;
04/10/2022;716,11;138,35;;;;;;;
05/10/2022;713,38;137,88;;;;;;;
06/10/2022;698,39;134,20;;;;;;;
07/10/2022;696,75;133,35;;;;;;;
10/10/2022;686,39;132,43;;;;;;;
11/10/2022;684,76;129,93;;;;;;;
13/10/2022;667,76;126,49;;;;;;;
14/10/2022;656,58;123,23;;;;;;;
17/10/2022;646,77;122,15;;;;;;;
18/10/2022;638,66;121,40;;;;;;;
19/10/2022;625,28;118,60;;;;;;;
20/10/2022;614,78;117,68;;;;;;;
21/10/2022;605,78;117,67;;;;;;;
24/10/2022;604,29;114,25;;;;;;;
25/10/2022;604,79;113,79;;;;;;;
26/10/2022;590,35;109,87;;;;;;;
27/10/2022;580,25;109,50;;;;;;;
28/10/2022;580,79;109,29;;;;;;;
31/10/2022;587,01;113,45;;;;;;;
01/11/2022;574,79;112,44;;;;;;;
03/11/2022;555,52;108,65;;;;;;;
04/11/2022;557,79;110,80;;;;;;;
07/11/2022;548,30;106,36;;;;;;;
08/11/2022;551,29;106,65;;;;;;;
09/11/2022;553,13;106,82;;;;;;;
10/11/2022;556,46;103,11;;;;;;;
11/11/2022;560,79;105,00;;;;;;;
14/11/2022;550,67;103,30;;;;;;;
16/11/2022;554,79;103,04;;;;;;;
17/11/2022;558,13;102,77;;;;;;;
