Data;� vista R$;� vista US$;;;;;;;
18/11/2022;557,92;103,97;;;;;;;
21/11/2022;564,37;106,26;;;;;;;
22/11/2022;573,88;106,65;;;;;;;
23/11/2022;583,42;108,60;;;;;;;
24/11/2022;579,78;109,15;;;;;;;
25/11/2022;590,78;109,20;;;;;;;
28/11/2022;595,28;110,94;;;;;;;
29/11/2022;601,59;113,70;;;;;;;
30/11/2022;609,77;117,04;;;;;;;
01/12/2022;627,27;120,51;;;;;;;
02/12/2022;633,65;122,14;;;;;;;
05/12/2022;634,76;120,22;;;;;;;
06/12/2022;649,20;123,21;;;;;;;
07/12/2022;659,75;126,63;;;;;;;
08/12/2022;665,31;127,65;;;;;;;
09/12/2022;675,37;128,89;;;;;;;
12/12/2022;683,75;128,40;;;;;;;
13/12/2022;694,24;130,59;;;;;;;
14/12/2022;709,11;133,27;;;;;;;
15/12/2022;704,74;132,42;;;;;;;
16/12/2022;700,24;132,17;;;;;;;
19/12/2022;699,74;131,83;;;;;;;
20/12/2022;699,18;134,25;;;;;;;
21/12/2022;700,85;134,86;;;;;;;
22/12/2022;696,82;134,60;;;;;;;
23/12/2022;698,24;135,21;;;;;;;
26/12/2022;696,56;133,75;;;;;;;
27/12/2022;694,24;131,39;;;;;;;
28/12/2022;698,74;133,02;;;;;;;
29/12/2022;697,74;132,15;;;;;;;
02/01/2023;693,31;129,35;;;;;;;
03/01/2023;690,46;126,74;;;;;;;
04/01/2023;694,74;127,38;;;;;;;
05/01/2023;693,08;129,26;;;;;;;
06/01/2023;693,08;132,19;;;;;;;
09/01/2023;695,57;132,36;;;;;;;
10/01/2023;684,74;131,63;;;;;;;
11/01/2023;673,08;129,79;;;;;;;
12/01/2023;675,20;132,55;;;;;;;
13/01/2023;672,68;132,05;;;;;;;
16/01/2023;665,38;129,17;;;;;;;
17/01/2023;664,20;130,03;;;;;;;
18/01/2023;666,25;129,14;;;;;;;
19/01/2023;667,61;129,01;;;;;;;
20/01/2023;669,75;128,72;;;;;;;
23/01/2023;676,18;130,13;;;;;;;
24/01/2023;674,75;131,10;;;;;;;
25/01/2023;676,62;133,30;;;;;;;
26/01/2023;679,75;134,02;;;;;;;
27/01/2023;687,74;134,56;;;;;;;
30/01/2023;696,96;136,34;;;;;;;
31/01/2023;703,63;138,56;;;;;;;
01/02/2023;698,76;137,28;;;;;;;
02/02/2023;688,27;136,67;;;;;;;
03/02/2023;682,77;132,86;;;;;;;
06/02/2023;694,76;134,23;;;;;;;
07/02/2023;702,89;135,20;;;;;;;
08/02/2023;702,26;135,34;;;;;;;
09/02/2023;697,26;132,31;;;;;;;
10/02/2023;691,27;132,35;;;;;;;
13/02/2023;689,77;133,11;;;;;;;
14/02/2023;693,27;133,29;;;;;;;
15/02/2023;688,66;132,03;;;;;;;
16/02/2023;693,52;132,86;;;;;;;
17/02/2023;694,05;134,45;;;;;;;
22/02/2023;701,43;135,70;;;;;;;
23/02/2023;699,76;136,35;;;;;;;
24/02/2023;698,93;134,25;;;;;;;
27/02/2023;694,76;133,74;;;;;;;
28/02/2023;694,21;132,96;;;;;;;
01/03/2023;693,06;133,38;;;;;;;
02/03/2023;694,73;133,50;;;;;;;
03/03/2023;691,40;133,01;;;;;;;
06/03/2023;692,59;134,07;;;;;;;
07/03/2023;679,74;130,94;;;;;;;
08/03/2023;668,24;129,93;;;;;;;
09/03/2023;658,49;128,26;;;;;;;
10/03/2023;650,75;124,78;;;;;;;
13/03/2023;639,33;121,36;;;;;;;
14/03/2023;622,03;118,35;;;;;;;
15/03/2023;609,35;115,10;;;;;;;
16/03/2023;615,32;117,36;;;;;;;
17/03/2023;610,32;115,72;;;;;;;
20/03/2023;606,85;115,74;;;;;;;
21/03/2023;616,12;117,51;;;;;;;
22/03/2023;619,76;118,77;;;;;;;
23/03/2023;629,75;119,07;;;;;;;
24/03/2023;640,25;122,00;;;;;;;
27/03/2023;648,75;124,50;;;;;;;
28/03/2023;648,25;125,48;;;;;;;
29/03/2023;646,41;125,74;;;;;;;
30/03/2023;644,75;126,40;;;;;;;
31/03/2023;638,64;125,99;;;;;;;
03/04/2023;644,78;127,08;;;;;;;
04/04/2023;644,78;126,75;;;;;;;
05/04/2023;651,14;128,84;;;;;;;
06/04/2023;653,28;129,11;;;;;;;
10/04/2023;656,14;129,42;;;;;;;
11/04/2023;659,78;131,77;;;;;;;
12/04/2023;660,19;133,53;;;;;;;
13/04/2023;672,95;136,58;;;;;;;
14/04/2023;664,28;135,07;;;;;;;
17/04/2023;664,15;134,58;;;;;;;
18/04/2023;667,47;134,16;;;;;;;
19/04/2023;676,65;133,30;;;;;;;
20/04/2023;665,23;131,68;;;;;;;
24/04/2023;680,22;134,97;;;;;;;
25/04/2023;672,95;132,76;;;;;;;
26/04/2023;677,95;134,17;;;;;;;
27/04/2023;670,68;134,59;;;;;;;
28/04/2023;668,11;133,92;;;;;;;
02/05/2023;672,01;133,15;;;;;;;
03/05/2023;668,07;133,86;;;;;;;
04/05/2023;667,92;133,77;;;;;;;
05/05/2023;664,29;134,36;;;;;;;
08/05/2023;669,28;133,48;;;;;;;
09/05/2023;667,01;133,72;;;;;;;
10/05/2023;670,85;135,50;;;;;;;
11/05/2023;661,56;133,84;;;;;;;
12/05/2023;662,66;134,50;;;;;;;
15/05/2023;667,01;136,29;;;;;;;
16/05/2023;667,74;135,20;;;;;;;
17/05/2023;675,19;136,71;;;;;;;
18/05/2023;676,82;136,21;;;;;;;
19/05/2023;684,73;136,92;;;;;;;
22/05/2023;691,73;139,21;;;;;;;
23/05/2023;690,98;138,97;;;;;;;
24/05/2023;686,40;138,61;;;;;;;
25/05/2023;696,23;138,20;;;;;;;
26/05/2023;696,40;139,56;;;;;;;
29/05/2023;691,73;138,01;;;;;;;
30/05/2023;698,23;138,51;;;;;;;
31/05/2023;700,64;137,95;;;;;;;
01/06/2023;710,44;141,72;;;;;;;
02/06/2023;711,10;143,45;;;;;;;
05/06/2023;710,19;144,14;;;;;;;
06/06/2023;712,92;145,11;;;;;;;
07/06/2023;711,73;144,51;;;;;;;
09/06/2023;725,84;148,86;;;;;;;
12/06/2023;721,40;148,25;;;;;;;
13/06/2023;721,81;148,43;;;;;;;
14/06/2023;720,19;149,17;;;;;;;
15/06/2023;725,29;150,98;;;;;;;
16/06/2023;729,23;151,36;;;;;;;
19/06/2023;727,73;152,37;;;;;;;
20/06/2023;726,95;151,70;;;;;;;
21/06/2023;709,74;148,79;;;;;;;
22/06/2023;703,37;147,21;;;;;;;
23/06/2023;691,96;144,73;;;;;;;
26/06/2023;698,07;146,47;;;;;;;
27/06/2023;692,24;144,34;;;;;;;
28/06/2023;679,75;140,33;;;;;;;
29/06/2023;657,26;135,35;;;;;;;
30/06/2023;644,31;134,43;;;;;;;
03/07/2023;634,77;132,13;;;;;;;
04/07/2023;633,24;130,97;;;;;;;
05/07/2023;646,44;133,42;;;;;;;
06/07/2023;650,68;132,09;;;;;;;
07/07/2023;657,77;135,37;;;;;;;
10/07/2023;661,99;135,51;;;;;;;
11/07/2023;660,77;136,02;;;;;;;
12/07/2023;657,49;136,47;;;;;;;
13/07/2023;654,27;136,59;;;;;;;
14/07/2023;651,59;135,92;;;;;;;
17/07/2023;651,44;135,29;;;;;;;
18/07/2023;647,55;134,68;;;;;;;
19/07/2023;652,77;136,42;;;;;;;
20/07/2023;643,66;134,04;;;;;;;
21/07/2023;646,13;135,32;;;;;;;
24/07/2023;651,99;137,70;;;;;;;
25/07/2023;650,88;136,94;;;;;;;
26/07/2023;645,77;136,50;;;;;;;
27/07/2023;650,88;137,23;;;;;;;
28/07/2023;642,77;135,86;;;;;;;
31/07/2023;642,27;135,76;;;;;;;
01/08/2023;644,75;134,58;;;;;;;
02/08/2023;650,25;135,36;;;;;;;
03/08/2023;654,12;133,79;;;;;;;
04/08/2023;658,64;135,27;;;;;;;
07/08/2023;657,25;134,24;;;;;;;
08/08/2023;665,25;135,85;;;;;;;
09/08/2023;667,25;135,95;;;;;;;
10/08/2023;667,67;136,82;;;;;;;
11/08/2023;666,62;135,99;;;;;;;
14/08/2023;662,25;133,25;;;;;;;
15/08/2023;653,50;130,99;;;;;;;
16/08/2023;649,76;130,32;;;;;;;
17/08/2023;648,09;130,09;;;;;;;
18/08/2023;644,34;129,62;;;;;;;
21/08/2023;646,58;129,86;;;;;;;
22/08/2023;649,30;131,52;;;;;;;
23/08/2023;648,39;133,58;;;;;;;
24/08/2023;648,26;133,03;;;;;;;
25/08/2023;646,98;132,80;;;;;;;
28/08/2023;645,31;132,32;;;;;;;
29/08/2023;648,76;133,65;;;;;;;
30/08/2023;645,76;132,74;;;;;;;
31/08/2023;655,17;132,36;;;;;;;
01/09/2023;654,28;132,50;;;;;;;
04/09/2023;654,28;132,61;;;;;;;
05/09/2023;647,56;130,03;;;;;;;
06/09/2023;648,28;129,99;;;;;;;
08/09/2023;649,78;130,35;;;;;;;
11/09/2023;647,56;131,19;;;;;;;
12/09/2023;642,78;129,75;;;;;;;
13/09/2023;645,40;131,29;;;;;;;
14/09/2023;642,78;131,85;;;;;;;
15/09/2023;647,05;132,86;;;;;;;
18/09/2023;651,14;134,17;;;;;;;
19/09/2023;651,44;133,63;;;;;;;
20/09/2023;647,98;133,05;;;;;;;
21/09/2023;648,28;131,47;;;;;;;
22/09/2023;644,49;130,73;;;;;;;
25/09/2023;649,29;130,61;;;;;;;
26/09/2023;644,79;129,22;;;;;;;
27/09/2023;644,79;127,63;;;;;;;
28/09/2023;645,90;128,23;;;;;;;
29/09/2023;645,34;128,32;;;;;;;
02/10/2023;647,50;127,79;;;;;;;
03/10/2023;648,53;125,81;;;;;;;
04/10/2023;643,78;124,98;;;;;;;
05/10/2023;651,65;125,95;;;;;;;
06/10/2023;646,44;125,28;;;;;;;
09/10/2023;641,86;125,00;;;;;;;
10/10/2023;637,86;125,98;;;;;;;
11/10/2023;631,92;125,08;;;;;;;
13/10/2023;636,45;124,99;;;;;;;
16/10/2023;631,92;125,36;;;;;;;
17/10/2023;631,32;125,44;;;;;;;
18/10/2023;633,87;125,37;;;;;;;
19/10/2023;643,24;127,40;;;;;;;
20/10/2023;652,27;129,55;;;;;;;
23/10/2023;658,52;131,15;;;;;;;
24/10/2023;658,11;131,70;;;;;;;
25/10/2023;654,36;130,87;;;;;;;
26/10/2023;651,31;130,45;;;;;;;
27/10/2023;647,05;129,02;;;;;;;
30/10/2023;636,70;126,28;;;;;;;
31/10/2023;647,96;128,69;;;;;;;
01/11/2023;639,36;128,49;;;;;;;
03/11/2023;641,44;130,93;;;;;;;
06/11/2023;646,57;132,20;;;;;;;
07/11/2023;643,12;132,08;;;;;;;
08/11/2023;650,28;132,58;;;;;;;
09/11/2023;657,56;133,41;;;;;;;
10/11/2023;652,06;132,77;;;;;;;
13/11/2023;658,11;134,09;;;;;;;
14/11/2023;653,12;134,25;;;;;;;
16/11/2023;667,78;137,18;;;;;;;
17/11/2023;655,93;133,73;;;;;;;
20/11/2023;664,28;136,91;;;;;;;
21/11/2023;659,78;134,62;;;;;;;
22/11/2023;664,78;135,67;;;;;;;
23/11/2023;666,28;135,78;;;;;;;
24/11/2023;667,00;136,21;;;;;;;
27/11/2023;670,61;136,91;;;;;;;
28/11/2023;681,02;139,78;;;;;;;
29/11/2023;675,93;138,25;;;;;;;
30/11/2023;697,49;141,74;;;;;;;
01/12/2023;697,05;142,98;;;;;;;
04/12/2023;686,45;138,70;;;;;;;
05/12/2023;697,78;141,57;;;;;;;
06/12/2023;704,22;143,57;;;;;;;
07/12/2023;700,78;142,70;;;;;;;
08/12/2023;709,22;144,00;;;;;;;
11/12/2023;710,23;143,92;;;;;;;
12/12/2023;741,58;149,36;;;;;;;
13/12/2023;759,30;154,05;;;;;;;
14/12/2023;774,75;157,92;;;;;;;
15/12/2023;772,26;156,20;;;;;;;
18/12/2023;770,32;156,92;;;;;;;
19/12/2023;775,26;159,49;;;;;;;
20/12/2023;772,84;157,69;;;;;;;
21/12/2023;788,39;161,32;;;;;;;
22/12/2023;770,32;158,47;;;;;;;
26/12/2023;766,91;158,91;;;;;;;
27/12/2023;760,60;157,38;;;;;;;
28/12/2023;759,05;156,44;;;;;;;
02/01/2024;760,25;154,77;;;;;;;
03/01/2024;762,74;155,31;;;;;;;
04/01/2024;758,08;154,30;;;;;;;
05/01/2024;755,86;155,14;;;;;;;
08/01/2024;767,92;157,62;;;;;;;
09/01/2024;782,95;159,75;;;;;;;
10/01/2024;789,74;161,37;;;;;;;
11/01/2024;792,51;162,47;;;;;;;
12/01/2024;792,01;163,17;;;;;;;
15/01/2024;792,01;162,80;;;;;;;
16/01/2024;823,72;167,12;;;;;;;
17/01/2024;818,23;166,00;;;;;;;
18/01/2024;805,98;163,35;;;;;;;
19/01/2024;805,84;163,49;;;;;;;
22/01/2024;814,73;163,27;;;;;;;
23/01/2024;823,47;166,16;;;;;;;
24/01/2024;827,45;167,74;;;;;;;
25/01/2024;819,73;166,58;;;;;;;
26/01/2024;831,22;169,22;;;;;;;
29/01/2024;831,80;168,01;;;;;;;
30/01/2024;847,84;171,49;;;;;;;
31/01/2024;854,71;172,77;;;;;;;
01/02/2024;843,63;171,64;;;;;;;
02/02/2024;842,88;169,70;;;;;;;
05/02/2024;840,75;168,79;;;;;;;
06/02/2024;834,75;168,26;;;;;;;
07/02/2024;838,09;168,73;;;;;;;
08/02/2024;840,25;168,35;;;;;;;
09/02/2024;850,25;171,49;;;;;;;
14/02/2024;837,53;168,52;;;;;;;
15/02/2024;842,25;169,50;;;;;;;
16/02/2024;848,25;170,81;;;;;;;
19/02/2024;846,83;170,66;;;;;;;
20/02/2024;846,25;171,65;;;;;;;
21/02/2024;856,11;173,30;;;;;;;
22/02/2024;843,09;170,32;;;;;;;
23/02/2024;833,76;167,15;;;;;;;
26/02/2024;836,00;167,97;;;;;;;
27/02/2024;837,25;169,66;;;;;;;
28/02/2024;833,99;167,77;;;;;;;
29/02/2024;840,75;169,06;;;;;;;
01/03/2024;845,75;170,76;;;;;;;
04/03/2024;853,75;172,58;;;;;;;
05/03/2024;860,25;173,65;;;;;;;
06/03/2024;863,38;174,60;;;;;;;
07/03/2024;889,32;180,17;;;;;;;
08/03/2024;878,38;176,38;;;;;;;
11/03/2024;869,24;174,72;;;;;;;
12/03/2024;877,24;176,40;;;;;;;
13/03/2024;869,74;174,86;;;;;;;
14/03/2024;878,97;176,08;;;;;;;
15/03/2024;888,20;177,82;;;;;;;
18/03/2024;903,07;179,64;;;;;;;
19/03/2024;901,40;179,53;;;;;;;
20/03/2024;900,99;181,21;;;;;;;
21/03/2024;909,73;182,68;;;;;;;
22/03/2024;913,83;182,77;;;;;;;
25/03/2024;917,01;184,29;;;;;;;
26/03/2024;926,74;185,94;;;;;;;
27/03/2024;955,19;191,80;;;;;;;
28/03/2024;952,42;190,10;;;;;;;
01/04/2024;955,72;188,69;;;;;;;
02/04/2024;992,21;196,13;;;;;;;
03/04/2024;1.024,70;203,35;;;;;;;
04/04/2024;1.037,42;205,51;;;;;;;
05/04/2024;1.032,47;203,84;;;;;;;
08/04/2024;1.034,70;205,75;;;;;;;
09/04/2024;1.027,42;205,12;;;;;;;
10/04/2024;1.040,19;204,84;;;;;;;
11/04/2024;1.050,15;206,36;;;;;;;
12/04/2024;1.073,43;209,45;;;;;;;
15/04/2024;1.104,67;213,01;;;;;;;
16/04/2024;1.113,17;211,59;;;;;;;
17/04/2024;1.160,43;221,67;;;;;;;
18/04/2024;1.146,33;218,51;;;;;;;
19/04/2024;1.155,43;222,41;;;;;;;
22/04/2024;1.148,23;221,92;;;;;;;
23/04/2024;1.146,66;223,56;;;;;;;
24/04/2024;1.169,66;227,25;;;;;;;
25/04/2024;1.181,92;228,83;;;;;;;
26/04/2024;1.160,91;226,92;;;;;;;
29/04/2024;1.158,83;226,64;;;;;;;
30/04/2024;1.134,67;218,63;;;;;;;
02/05/2024;1.026,35;200,73;;;;;;;
03/05/2024;970,33;191,39;;;;;;;
06/05/2024;955,61;188,34;;;;;;;
07/05/2024;904,22;178,28;;;;;;;
08/05/2024;902,22;177,11;;;;;;;
09/05/2024;934,21;181,61;;;;;;;
10/05/2024;940,27;182,33;;;;;;;
13/05/2024;948,56;184,12;;;;;;;
14/05/2024;948,60;184,88;;;;;;;
15/05/2024;945,72;184,10;;;;;;;
16/05/2024;949,26;185,04;;;;;;;
17/05/2024;977,21;191,46;;;;;;;
20/05/2024;977,21;191,27;;;;;;;
21/05/2024;1.011,97;197,84;;;;;;;
22/05/2024;1.077,18;209,00;;;;;;;
23/05/2024;1.056,35;204,92;;;;;;;
24/05/2024;1.075,79;207,96;;;;;;;
27/05/2024;1.068,77;206,65;;;;;;;
28/05/2024;1.138,50;220,64;;;;;;;
29/05/2024;1.169,23;224,72;;;;;;;
31/05/2024;1.149,20;218,60;;;;;;;
03/06/2024;1.198,61;229,05;;;;;;;
04/06/2024;1.215,52;229,86;;;;;;;
05/06/2024;1.236,04;233,30;;;;;;;
06/06/2024;1.247,17;237,33;;;;;;;
07/06/2024;1.212,60;228,10;;;;;;;
10/06/2024;1.208,02;225,59;;;;;;;
11/06/2024;1.194,69;222,93;;;;;;;
12/06/2024;1.212,18;224,15;;;;;;;
13/06/2024;1.212,68;225,70;;;;;;;
14/06/2024;1.193,78;222,02;;;;;;;
17/06/2024;1.195,94;220,49;;;;;;;
18/06/2024;1.200,59;220,94;;;;;;;
19/06/2024;1.209,68;222,04;;;;;;;
20/06/2024;1.225,68;226,35;;;;;;;
21/06/2024;1.206,91;221,65;;;;;;;
24/06/2024;1.250,67;231,86;;;;;;;
25/06/2024;1.219,23;223,67;;;;;;;
26/06/2024;1.206,68;218,80;;;;;;;
27/06/2024;1.215,18;220,86;;;;;;;
28/06/2024;1.222,46;218,76;;;;;;;
01/07/2024;1.218,38;216,10;;;;;;;
02/07/2024;1.231,06;217,77;;;;;;;
03/07/2024;1.223,63;219,96;;;;;;;
04/07/2024;1.229,63;224,22;;;;;;;
05/07/2024;1.235,99;226,08;;;;;;;
08/07/2024;1.257,54;229,60;;;;;;;
09/07/2024;1.288,50;237,82;;;;;;;
10/07/2024;1.260,53;232,87;;;;;;;
11/07/2024;1.285,86;236,20;;;;;;;
12/07/2024;1.292,34;237,91;;;;;;;
15/07/2024;1.273,51;233,80;;;;;;;
16/07/2024;1.285,11;236,54;;;;;;;
17/07/2024;1.289,11;235,02;;;;;;;
18/07/2024;1.295,44;232,16;;;;;;;
19/07/2024;1.279,61;228,54;;;;;;;
22/07/2024;1.299,22;233,09;;;;;;;
23/07/2024;1.302,61;232,94;;;;;;;
24/07/2024;1.273,99;225,21;;;;;;;
25/07/2024;1.294,61;229,50;;;;;;;
26/07/2024;1.278,50;225,80;;;;;;;
29/07/2024;1.278,25;227,08;;;;;;;
30/07/2024;1.274,62;226,64;;;;;;;
31/07/2024;1.271,28;224,53;;;;;;;
01/08/2024;1.279,63;223,05;;;;;;;
02/08/2024;1.285,19;225,04;;;;;;;
05/08/2024;1.260,09;219,72;;;;;;;
06/08/2024;1.294,17;228,98;;;;;;;
07/08/2024;1.307,48;232,44;;;;;;;
08/08/2024;1.326,89;238,05;;;;;;;
09/08/2024;1.287,13;233,51;;;;;;;
12/08/2024;1.322,07;240,25;;;;;;;
13/08/2024;1.295,25;237,36;;;;;;;
14/08/2024;1.306,77;238,72;;;;;;;
15/08/2024;1.295,74;236,36;;;;;;;
16/08/2024;1.324,62;242,20;;;;;;;
19/08/2024;1.330,07;245,85;;;;;;;
20/08/2024;1.346,11;246,18;;;;;;;
21/08/2024;1.355,17;247,52;;;;;;;
22/08/2024;1.344,61;240,58;;;;;;;
23/08/2024;1.375,16;251,08;;;;;;;
26/08/2024;1.378,89;251,26;;;;;;;
27/08/2024;1.423,48;258,77;;;;;;;
28/08/2024;1.440,70;259,63;;;;;;;
29/08/2024;1.433,34;255,09;;;;;;;
30/08/2024;1.483,95;262,65;;;;;;;
02/09/2024;1.417,94;252,66;;;;;;;
03/09/2024;1.464,60;259,36;;;;;;;
04/09/2024;1.488,34;264,03;;;;;;;
05/09/2024;1.476,68;264,68;;;;;;;
06/09/2024;1.465,60;261,95;;;;;;;
09/09/2024;1.483,82;265,73;;;;;;;
10/09/2024;1.484,09;262,35;;;;;;;
11/09/2024;1.493,68;264,32;;;;;;;
12/09/2024;1.506,81;268,12;;;;;;;
13/09/2024;1.520,49;273,27;;;;;;;
16/09/2024;1.530,03;277,43;;;;;;;
17/09/2024;1.526,40;278,29;;;;;;;
18/09/2024;1.518,33;278,85;;;;;;;
19/09/2024;1.502,80;276,91;;;;;;;
20/09/2024;1.468,87;266,15;;;;;;;
23/09/2024;1.509,99;272,86;;;;;;;
24/09/2024;1.524,99;279,30;;;;;;;
25/09/2024;1.513,21;276,23;;;;;;;
26/09/2024;1.533,03;281,44;;;;;;;
27/09/2024;1.504,58;276,73;;;;;;;
30/09/2024;1.512,35;277,19;;;;;;;
01/10/2024;1.511,53;276,94;;;;;;;
02/10/2024;1.441,37;264,62;;;;;;;
03/10/2024;1.410,68;257,75;;;;;;;
04/10/2024;1.411,65;258,54;;;;;;;
07/10/2024;1.358,43;247,71;;;;;;;
08/10/2024;1.359,58;245,77;;;;;;;
09/10/2024;1.375,73;246,41;;;;;;;
10/10/2024;1.397,07;250,15;;;;;;;
11/10/2024;1.394,96;248,08;;;;;;;
14/10/2024;1.424,95;255,23;;;;;;;
15/10/2024;1.430,89;252,94;;;;;;;
16/10/2024;1.444,22;254,94;;;;;;;
17/10/2024;1.428,89;252,14;;;;;;;
18/10/2024;1.428,02;250,93;;;;;;;
21/10/2024;1.388,80;243,56;;;;;;;
22/10/2024;1.401,71;245,83;;;;;;;
23/10/2024;1.408,20;247,49;;;;;;;
24/10/2024;1.393,74;245,55;;;;;;;
25/10/2024;1.409,57;246,90;;;;;;;
28/10/2024;1.440,33;252,38;;;;;;;
29/10/2024;1.433,13;248,63;;;;;;;
30/10/2024;1.440,33;249,88;;;;;;;
31/10/2024;1.450,80;250,96;;;;;;;
01/11/2024;1.416,10;241,24;;;;;;;
04/11/2024;1.424,18;246,65;;;;;;;
05/11/2024;1.467,09;255,10;;;;;;;
06/11/2024;1.439,60;253,41;;;;;;;
07/11/2024;1.490,04;262,15;;;;;;;
08/11/2024;1.490,02;259,00;;;;;;;
11/11/2024;1.496,87;259,38;;;;;;;
12/11/2024;1.526,82;264,71;;;;;;;
13/11/2024;1.554,96;268,19;;;;;;;
14/11/2024;1.588,70;274,91;;;;;;;
18/11/2024;1.570,79;273,47;;;;;;;
19/11/2024;1.556,36;269,55;;;;;;;
21/11/2024;1.595,89;274,30;;;;;;;
22/11/2024;1.614,53;277,89;;;;;;;
25/11/2024;1.676,59;288,62;;;;;;;
26/11/2024;1.685,34;290,23;;;;;;;
27/11/2024;1.747,67;295,41;;;;;;;
28/11/2024;1.766,75;295,15;;;;;;;
29/11/2024;1.784,02;297,04;;;;;;;
02/12/2024;1.652,82;272,38;;;;;;;
03/12/2024;1.626,42;268,56;;;;;;;
04/12/2024;1.646,16;272,59;;;;;;;
05/12/2024;1.672,82;278,71;;;;;;;
06/12/2024;1.709,47;280,84;;;;;;;
09/12/2024;1.793,99;294,82;;;;;;;
10/12/2024;1.833,53;302,66;;;;;;;
11/12/2024;1.771,55;294,57;;;;;;;
12/12/2024;1.812,62;300,40;;;;;;;
13/12/2024;1.805,23;298,78;;;;;;;
16/12/2024;1.835,10;301,58;;;;;;;
17/12/2024;1.841,61;302,70;;;;;;;
18/12/2024;1.874,37;300,28;;;;;;;
19/12/2024;1.857,16;303,66;;;;;;;
20/12/2024;1.836,89;303,12;;;;;;;
23/12/2024;1.849,38;298,77;;;;;;;
26/12/2024;1.833,97;296,90;;;;;;;
27/12/2024;1.836,89;296,65;;;;;;;
30/12/2024;1.832,57;296,53;;;;;;;
02/01/2025;1.851,63;300,34;;;;;;;
03/01/2025;1.851,63;299,52;;;;;;;
06/01/2025;1.838,53;300,76;;;;;;;
07/01/2025;1.872,98;306,29;;;;;;;
08/01/2025;1.852,85;303,35;;;;;;;
09/01/2025;1.875,46;309,84;;;;;;;
10/01/2025;1.883,84;308,93;;;;;;;
13/01/2025;1.901,84;311,78;;;;;;;
14/01/2025;1.896,01;313,54;;;;;;;
15/01/2025;1.937,24;321,80;;;;;;;
16/01/2025;1.963,81;324,06;;;;;;;
17/01/2025;2.015,66;332,51;;;;;;;
20/01/2025;2.030,06;335,88;;;;;;;
21/01/2025;2.092,05;346,82;;;;;;;
22/01/2025;2.071,55;348,80;;;;;;;
23/01/2025;2.102,12;355,27;;;;;;;
24/01/2025;2.087,40;353,08;;;;;;;
27/01/2025;2.066,78;349,65;;;;;;;
28/01/2025;2.078,27;353,99;;;;;;;
29/01/2025;2.076,55;353,21;;;;;;;
30/01/2025;2.088,44;355,90;;;;;;;
31/01/2025;2.074,22;355,17;;;;;;;
03/02/2025;2.075,15;356,86;;;;;;;
04/02/2025;2.072,66;359,34;;;;;;;
05/02/2025;2.068,77;357,36;;;;;;;
06/02/2025;2.074,71;359,63;;;;;;;
07/02/2025;2.057,96;355,56;;;;;;;
10/02/2025;2.071,60;357,85;;;;;;;
11/02/2025;2.070,57;358,91;;;;;;;
12/02/2025;2.087,05;362,33;;;;;;;
13/02/2025;2.077,65;360,14;;;;;;;
14/02/2025;2.075,43;363,92;;;;;;;
17/02/2025;2.065,23;361,69;;;;;;;
18/02/2025;2.046,60;359,56;;;;;;;
19/02/2025;2.062,96;360,78;;;;;;;
20/02/2025;2.041,33;357,69;;;;;;;
21/02/2025;2.046,00;357,19;;;;;;;
24/02/2025;2.043,83;355,45;;;;;;;
25/02/2025;2.018,89;350,87;;;;;;;
26/02/2025;1.974,35;340,46;;;;;;;
27/02/2025;1.985,89;340,57;;;;;;;
28/02/2025;1.985,18;336,19;;;;;;;
05/03/2025;1.999,94;347,45;;;;;;;
06/03/2025;2.007,64;348,31;;;;;;;
07/03/2025;1.981,46;342,10;;;;;;;
10/03/2025;1.998,20;341,34;;;;;;;
11/03/2025;2.020,97;347,96;;;;;;;
12/03/2025;2.016,31;347,28;;;;;;;
13/03/2025;2.014,76;347,37;;;;;;;
14/03/2025;2.010,56;350,21;;;;;;;
17/03/2025;1.998,81;352,34;;;;;;;
18/03/2025;2.015,14;355,22;;;;;;;
19/03/2025;2.017,64;357,04;;;;;;;
20/03/2025;2.010,22;354,66;;;;;;;
21/03/2025;2.017,04;352,81;;;;;;;
24/03/2025;2.015,93;350,47;;;;;;;
25/03/2025;2.020,76;354,39;;;;;;;
26/03/2025;2.008,35;350,19;;;;;;;
27/03/2025;1.978,77;343,78;;;;;;;
28/03/2025;1.977,91;343,51;;;;;;;
31/03/2025;1.946,98;341,22;;;;;;;
01/04/2025;1.913,76;336,63;;;;;;;
02/04/2025;1.827,80;321,00;;;;;;;
03/04/2025;1.761,14;313,04;;;;;;;
04/04/2025;1.718,34;294,44;;;;;;;
07/04/2025;1.586,39;268,38;;;;;;;
08/04/2025;1.572,89;262,72;;;;;;;
09/04/2025;1.576,39;269,98;;;;;;;
10/04/2025;1.615,88;273,69;;;;;;;
11/04/2025;1.608,88;274,09;;;;;;;
14/04/2025;1.635,37;279,50;;;;;;;
15/04/2025;1.693,93;287,50;;;;;;;
16/04/2025;1.711,84;291,63;;;;;;;
17/04/2025;1.712,52;294,91;;;;;;;
22/04/2025;1.671,17;292,06;;;;;;;
23/04/2025;1.692,53;296,16;;;;;;;
24/04/2025;1.698,85;298,93;;;;;;;
25/04/2025;1.716,34;302,01;;;;;;;
28/04/2025;1.714,84;303,30;;;;;;;
29/04/2025;1.714,79;304,47;;;;;;;
30/04/2025;1.702,68;300,19;;;;;;;
02/05/2025;1.667,99;294,96;;;;;;;
